#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Reactome	HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	4	113	1.21	0.0338	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
Reactome	HSA-3270619	IRF3-mediated induction of type I IFN	2	13	1.85	0.0351	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
Reactome	HSA-9010553	Regulation of expression of SLITs and ROBOs	4	167	1.04	0.0370	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
Reactome	HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	4	180	1.0	0.0458	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
WikiPathways	WP477	Cytoplasmic ribosomal proteins	4	86	1.33	0.0303	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
WikiPathways	WP4290	Metabolic reprogramming in colon cancer	3	42	1.51	0.0443	9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070	GLS,TALDO1,MDH2
TISSUES	BTO:0000759	Liver	34	1882	0.91	1.55e-23	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,CTSD,LRP1,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,YWHAG,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0000345	Digestive gland	35	2645	0.78	2.07e-20	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,CTSD,LRP1,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,YWHAG,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0001491	Viscus	38	5020	0.54	5.68e-15	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,CTSD,LRP1,PHPT1,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0001488	Endocrine gland	38	6036	0.46	3.23e-12	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,CTSD,LRP1,PHPT1,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0000203	Respiratory system	20	1436	0.8	1.33e-09	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,CTSD,RPL8,NONO,ACAA2,AP2M1,COL3A1,TALDO1,MDH2,XRCC6,TPM3,RPL10A,CKAP4,TMSB4X,XRCC5,NUCB1,TAGLN,SOD2,PRKCSH,CIRBP
TISSUES	BTO:0000763	Lung	18	1162	0.85	3.70e-09	9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	CTSD,RPL8,NONO,ACAA2,AP2M1,COL3A1,TALDO1,MDH2,XRCC6,TPM3,RPL10A,CKAP4,TMSB4X,NUCB1,TAGLN,SOD2,PRKCSH,CIRBP
TISSUES	BTO:0000088	Cardiovascular system	16	1005	0.86	4.34e-08	9606.ENSP00000222673,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000327070,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000480359	OGDH,NONO,ACAA2,AP2M1,COL3A1,YWHAG,MDH2,XRCC6,MAP4,TPM3,RPL10A,TMSB4X,XRCC5,TAGLN,SOD2,PDLIM5
TISSUES	BTO:0000562	Heart	13	695	0.93	4.52e-07	9606.ENSP00000222673,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000327070,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000480359	OGDH,ACAA2,AP2M1,COL3A1,MDH2,XRCC6,MAP4,TPM3,TMSB4X,XRCC5,TAGLN,SOD2,PDLIM5
TISSUES	BTO:0000570	Hematopoietic system	22	2543	0.6	4.52e-07	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000306330,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,YWHAG,RPS26,SFPQ,XRCC6,MAP4,APOA2,TPM3,RPL10A,RPL11,TMSB4X,NUCB1,SEPT9,TAGLN,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0000284	Organism form	20	2239	0.61	1.86e-06	9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000385923,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	NUFIP2,CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,GLS,RPS26,XRCC6,MAP4,COPA,TPM3,UCHL3,CKAP4,NUCB1,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0000142	Brain	30	5462	0.4	2.25e-06	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,NUFIP2,CTSD,LRP1,PHPT1,TRIM28,RPL8,NONO,AP2M1,YWHAG,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,TPM3,CMPK1,RPL10A,RPL11,TMSB4X,XRCC5,NUCB1,SEPT9,SOD2,PRKCSH,CIRBP
TISSUES	BTO:0000887	Muscle	14	985	0.81	2.25e-06	9606.ENSP00000222673,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000349748,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000432282,9606.ENSP00000480359	OGDH,RPL8,NONO,SYNPO2,YWHAG,MYL1,SFPQ,MAP4,APOA2,TPM3,CMPK1,RPL10A,TAGLN,PDLIM5
TISSUES	BTO:0000282	Head	32	6329	0.36	2.71e-06	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,NUFIP2,CTSD,LRP1,PHPT1,TRIM28,RPL8,NONO,AP2M1,COL3A1,YWHAG,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,TPM3,CMPK1,RPL10A,RPL11,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,SOD2,PRKCSH,CIRBP
TISSUES	BTO:0003099	Internal female genital organ	21	2593	0.57	2.71e-06	9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000321259,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000367265,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466897,9606.ENSP00000480359	NUFIP2,CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,TALDO1,RPS26,XRCC6,COPA,TPM3,RPL10A,CKAP4,XRCC5,NUCB1,TAGLN,SOD2,CIRBP,PDLIM5
TISSUES	BTO:0000058	Alimentary canal	18	1865	0.64	2.89e-06	9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134	CTSD,RPL8,NONO,AP2M1,COL3A1,YWHAG,MDH2,CAPRIN1,XRCC6,COPA,CMPK1,RPL10A,RPL11,TMSB4X,XRCC5,TAGLN,SOD2,PRKCSH
TISSUES	BTO:0000089	Blood	17	1675	0.66	3.80e-06	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000306330,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000432282,9606.ENSP00000466134,9606.ENSP00000480359	CTSD,LRP1,TRIM28,RPL8,NONO,YWHAG,SFPQ,XRCC6,MAP4,TPM3,RPL10A,RPL11,TMSB4X,NUCB1,TAGLN,PRKCSH,PDLIM5
TISSUES	BTO:0000511	Gastrointestinal tract	17	1680	0.66	3.80e-06	9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134	CTSD,RPL8,NONO,AP2M1,COL3A1,YWHAG,MDH2,CAPRIN1,XRCC6,COPA,CMPK1,RPL10A,RPL11,TMSB4X,TAGLN,SOD2,PRKCSH
TISSUES	BTO:0001129	Prostate gland	10	446	1.01	3.85e-06	9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000432282	RPL8,NONO,RPS26,XRCC6,TPM3,RPL10A,RPL11,TMSB4X,NUCB1,TAGLN
TISSUES	BTO:0000083	Female reproductive system	30	5799	0.37	5.89e-06	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,XRCC6,MAP4,COPA,TPM3,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0000202	Sense organ	13	1020	0.76	1.48e-05	9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000446252	RPL8,NONO,AP2M1,COL3A1,MDH2,CAPRIN1,XRCC6,MAP4,RPL10A,TMSB4X,ATP5J,SEPT9,SOD2
TISSUES	BTO:0000174	Embryonic structure	18	2132	0.58	1.52e-05	9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000385923,9606.ENSP00000466897,9606.ENSP00000480359	NUFIP2,CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,GLS,RPS26,XRCC6,MAP4,COPA,UCHL3,CKAP4,NUCB1,CIRBP,PDLIM5
TISSUES	BTO:0001253	Skin	13	1069	0.74	2.24e-05	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000391249,9606.ENSP00000480359	CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,XRCC6,TPM3,RPL10A,TMSB4X,SEPT9,PDLIM5
TISSUES	BTO:0003096	Internal male genital organ	18	2229	0.57	2.64e-05	9606.ENSP00000222673,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134	OGDH,RPL8,NONO,AP2M1,CAPRIN1,RPS26,XRCC6,COPA,TPM3,RPL10A,RPL11,TMSB4X,XRCC5,NUCB1,SEPT9,TAGLN,SOD2,PRKCSH
TISSUES	BTO:0000080	Male reproductive gland	19	2505	0.54	2.71e-05	9606.ENSP00000222673,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134	OGDH,TRIM28,RPL8,NONO,AP2M1,CAPRIN1,RPS26,XRCC6,COPA,TPM3,RPL10A,RPL11,TMSB4X,XRCC5,NUCB1,SEPT9,TAGLN,SOD2,PRKCSH
TISSUES	BTO:0003091	Urogenital system	31	6716	0.32	3.21e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,XRCC6,MAP4,COPA,TPM3,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0005810	Immune system	15	1553	0.64	3.55e-05	9606.ENSP00000236671,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000306330,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000391249,9606.ENSP00000466134,9606.ENSP00000466897	CTSD,TRIM28,RPL8,NONO,AP2M1,YWHAG,SFPQ,XRCC6,CMPK1,RPL10A,RPL11,TMSB4X,SEPT9,PRKCSH,CIRBP
TISSUES	BTO:0000772	Lymphoblast	7	235	1.13	5.25e-05	9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010	TRIM28,RPL8,SFPQ,XRCC6,RPL10A,RPL11,TMSB4X
TISSUES	BTO:0001486	Skeletal system	13	1203	0.69	6.70e-05	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000375978,9606.ENSP00000432282	OGDH,CTSD,LRP1,AP2M1,COL3A1,SYNPO2,MYL1,SFPQ,XRCC6,APOA2,TPM3,XRCC5,TAGLN
TISSUES	BTO:0000634	Integument	16	1970	0.57	0.00012	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000391249,9606.ENSP00000480359	CTSD,LRP1,TRIM28,RPL8,NONO,AP2M1,COL3A1,RPS26,XRCC6,COPA,TPM3,RPL10A,TMSB4X,XRCC5,SEPT9,PDLIM5
TISSUES	BTO:0000753	Lymphoid tissue	14	1496	0.63	0.00012	9606.ENSP00000236671,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000306330,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000391249,9606.ENSP00000466134,9606.ENSP00000466897	CTSD,TRIM28,RPL8,NONO,AP2M1,YWHAG,SFPQ,XRCC6,RPL10A,RPL11,TMSB4X,SEPT9,PRKCSH,CIRBP
TISSUES	BTO:0000580	Blood cancer cell	12	1098	0.7	0.00016	9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389649,9606.ENSP00000391249	TRIM28,NONO,TALDO1,MDH2,RPS26,SFPQ,XRCC6,TPM3,TMSB4X,XRCC5,ATP5J,SEPT9
TISSUES	BTO:0001271	Leukemia cell	11	949	0.72	0.00025	9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389649,9606.ENSP00000391249	TRIM28,NONO,TALDO1,MDH2,RPS26,SFPQ,XRCC6,TMSB4X,XRCC5,ATP5J,SEPT9
TISSUES	BTO:0000439	Eye	10	786	0.76	0.00032	9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000340329,9606.ENSP00000353375,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000389649,9606.ENSP00000391249	RPL8,NONO,AP2M1,COL3A1,CAPRIN1,MAP4,RPL10A,TMSB4X,ATP5J,SEPT9
TISSUES	BTO:0000775	Lymphocyte	9	648	0.8	0.00049	9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000306330,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000466134	TRIM28,RPL8,YWHAG,SFPQ,XRCC6,RPL10A,RPL11,TMSB4X,PRKCSH
TISSUES	BTO:0000140	Bone	5	138	1.22	0.00067	9606.ENSP00000304408,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000375978,9606.ENSP00000432282	COL3A1,XRCC6,TPM3,XRCC5,TAGLN
