#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TAGLN	CALD1	9606.ENSP00000432282	9606.ENSP00000354826	0	0	0	0	0.203	0	0	0.712	0.761
TAGLN	S100A4	9606.ENSP00000432282	9606.ENSP00000357705	0	0	0	0	0.065	0	0	0.457	0.470
TAGLN	UCHL3	9606.ENSP00000432282	9606.ENSP00000366819	0	0	0	0	0	0.602	0	0.095	0.624
TAGLN	CRIP2	9606.ENSP00000432282	9606.ENSP00000426119	0	0	0	0	0.088	0.167	0	0.284	0.408
TALDO1	OGDH	9606.ENSP00000321259	9606.ENSP00000222673	0	0	0	0	0	0	0	0.548	0.548
TALDO1	MDH2	9606.ENSP00000321259	9606.ENSP00000327070	0.046	0	0	0	0.083	0	0	0.665	0.681
TPM3	MYL1	9606.ENSP00000357516	9606.ENSP00000307280	0	0	0	0	0.400	0.111	0.600	0.453	0.867
TPM3	CALD1	9606.ENSP00000357516	9606.ENSP00000354826	0	0	0	0	0.065	0	0.600	0.413	0.761
TPM3	ARPC1B	9606.ENSP00000357516	9606.ENSP00000389631	0	0	0	0	0.257	0	0	0.232	0.405
TRAPPC3	RAB1B	9606.ENSP00000480332	9606.ENSP00000310226	0	0	0	0	0.071	0.383	0.600	0.367	0.835
TRIM28	NONO	9606.ENSP00000253024	9606.ENSP00000276079	0	0	0	0	0.315	0.118	0	0.135	0.432
TRIM28	SFPQ	9606.ENSP00000253024	9606.ENSP00000349748	0	0	0	0	0.270	0.154	0	0.168	0.441
UCHL3	NEDD8	9606.ENSP00000366819	9606.ENSP00000250495	0	0	0	0	0.162	0.747	0.600	0.854	0.986
UCHL3	ACAA2	9606.ENSP00000366819	9606.ENSP00000285093	0	0	0	0	0.057	0.741	0	0	0.745
UCHL3	MDH2	9606.ENSP00000366819	9606.ENSP00000327070	0	0	0	0	0.065	0.270	0	0.254	0.446
UCHL3	XRCC6	9606.ENSP00000366819	9606.ENSP00000352257	0	0	0	0	0	0.270	0	0.453	0.583
UCHL3	RPL10A	9606.ENSP00000366819	9606.ENSP00000363018	0	0	0	0	0.068	0.270	0	0.230	0.430
UCHL3	TAGLN	9606.ENSP00000366819	9606.ENSP00000432282	0	0	0	0	0	0.602	0	0.095	0.624
XRCC5	NEDD8	9606.ENSP00000375978	9606.ENSP00000250495	0	0	0	0	0.094	0	0	0.398	0.431
XRCC5	NONO	9606.ENSP00000375978	9606.ENSP00000276079	0	0	0	0	0.229	0	0	0.413	0.528
XRCC5	SFPQ	9606.ENSP00000375978	9606.ENSP00000349748	0	0	0	0	0.270	0	0	0.321	0.483
XRCC5	XRCC6	9606.ENSP00000375978	9606.ENSP00000352257	0	0	0	0	0.601	0.998	0.900	0.995	0.999
XRCC6	NONO	9606.ENSP00000352257	9606.ENSP00000276079	0	0	0	0	0.257	0	0	0.392	0.528
XRCC6	CTNNB1	9606.ENSP00000352257	9606.ENSP00000344456	0	0	0	0	0	0.110	0	0.467	0.506
XRCC6	SFPQ	9606.ENSP00000352257	9606.ENSP00000349748	0	0	0	0	0.289	0	0	0.262	0.453
XRCC6	UCHL3	9606.ENSP00000352257	9606.ENSP00000366819	0	0	0	0	0	0.270	0	0.453	0.583
XRCC6	XRCC5	9606.ENSP00000352257	9606.ENSP00000375978	0	0	0	0	0.601	0.998	0.900	0.995	0.999
YWHAG	NEDD8	9606.ENSP00000306330	9606.ENSP00000250495	0	0	0	0	0.082	0.355	0	0.109	0.427
YWHAG	RPS16	9606.ENSP00000306330	9606.ENSP00000251453	0	0	0	0	0.096	0.127	0	0.431	0.512
YWHAG	ATP6V1B2	9606.ENSP00000306330	9606.ENSP00000276390	0	0	0	0	0.134	0.114	0	0.356	0.463
YWHAG	CTNNB1	9606.ENSP00000306330	9606.ENSP00000344456	0	0	0	0	0.085	0.058	0.900	0.230	0.924
ZFR	ACAA2	9606.ENSP00000265069	9606.ENSP00000285093	0	0	0	0	0	0.458	0	0	0.457
