#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0044267	Cellular protein metabolic process	28	3696	0.31	0.0157	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000310226,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000385923,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,OGDH,PHPT1,NEDD8,RPS16,TRIM28,MARS,RPL8,PRDX3,PPIC,RAB1B,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,APOA2,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,NUCB1,GPX1,RPL30,PRKCSH
GO Process	GO:0090150	Establishment of protein localization to membrane	7	267	0.85	0.0157	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,BAG6,RPL30
GO Process	GO:1901564	Organonitrogen compound metabolic process	35	5244	0.26	0.0157	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,OGDH,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,MARS,RPL8,PRDX3,PPIC,SYNPO2,RAB1B,GLS,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,APOA2,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,NUCB1,ATP5J,GPX1,RPL30,PRKCSH
GO Process	GO:1902176	Negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	3	19	1.63	0.0159	9606.ENSP00000276079,9606.ENSP00000407375,9606.ENSP00000446252	NONO,GPX1,SOD2
GO Process	GO:0008152	Metabolic process	47	8298	0.19	0.0178	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223136,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000446252,9606.ENSP00000466134	PSMD8,SF3A1,OGDH,FIS1,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,ATP6V1A,NONO,ATP6V1B2,ACAA2,PRDX3,PPIC,SYNPO2,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,ATP5J,GPX1,RPL30,SOD2,PRKCSH
GO Process	GO:0044237	Cellular metabolic process	44	7513	0.2	0.0179	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000446252,9606.ENSP00000466134	PSMD8,SF3A1,OGDH,FIS1,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,ACAA2,PRDX3,PPIC,SYNPO2,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,ATP5J,GPX1,RPL30,SOD2,PRKCSH
GO Process	GO:0071702	Organic substance transport	20	2173	0.4	0.0179	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000325905,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,LRP1,RPS16,RPL8,GRPEL1,ATP6V1A,ATP6V1B2,YWHAG,RAB1B,GLS,SRSF7,RPS26,SFPQ,SNX6,APOA2,COPA,SNX27,RPL10A,RPL11,RPL30
GO Process	GO:0002253	Activation of immune response	8	385	0.75	0.0195	9606.ENSP00000215071,9606.ENSP00000276079,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000365131,9606.ENSP00000375978,9606.ENSP00000389631	PSMD8,NONO,STOML2,SFPQ,XRCC6,BAG6,XRCC5,ARPC1B
GO Process	GO:0010629	Negative regulation of gene expression	19	2014	0.41	0.0195	9606.ENSP00000223095,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000325905,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000428085,9606.ENSP00000466897	SERPINE1,RPS16,TRIM28,RPL8,NONO,SRSF7,CAPRIN1,CTNNB1,RPS26,SFPQ,XRCC6,SNX6,APOA2,RPL10A,RPL11,TMSB4X,XRCC5,RPL30,CIRBP
GO Process	GO:0044238	Primary metabolic process	43	7332	0.2	0.0219	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,SF3A1,OGDH,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,ACAA2,PRDX3,PPIC,SYNPO2,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,ATP5J,GPX1,RPL30,PRKCSH
GO Process	GO:0009142	Nucleoside triphosphate biosynthetic process	4	64	1.23	0.0224	9606.ENSP00000348886,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000389649	STOML2,CMPK1,AK1,ATP5J
GO Process	GO:0006807	Nitrogen compound metabolic process	41	6852	0.21	0.0235	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,SF3A1,OGDH,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,PRDX3,PPIC,SYNPO2,RAB1B,GLS,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,ATP5J,GPX1,RPL30,PRKCSH
GO Process	GO:0009057	Macromolecule catabolic process	13	1058	0.52	0.0235	9606.ENSP00000215071,9606.ENSP00000236671,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000306015,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000428085	PSMD8,CTSD,NEDD8,RPS16,RPL8,SYNPO2,CTNNB1,RPS26,RPL10A,RPL11,BAG6,UCHL3,RPL30
GO Process	GO:0046034	ATP metabolic process	6	204	0.9	0.0235	9606.ENSP00000222673,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000348886,9606.ENSP00000362271,9606.ENSP00000389649	OGDH,ATP6V1A,ATP6V1B2,STOML2,AK1,ATP5J
GO Process	GO:0065008	Regulation of biological quality	29	4042	0.29	0.0235	9606.ENSP00000215071,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348886,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000446252,9606.ENSP00000466897,9606.ENSP00000480359	PSMD8,SERPINE1,FIS1,LRP1,PHPT1,NEDD8,ATP6V1A,ATP6V1B2,ACAA2,PRDX3,YWHAG,GLS,CAPRIN1,CTNNB1,STOML2,XRCC6,APOA2,COPA,RPL11,BAG6,PRDX4,TMSB4X,XRCC5,ARPC1B,ATP5J,GPX1,SOD2,CIRBP,PDLIM5
GO Process	GO:0071840	Cellular component organization or biogenesis	36	5633	0.24	0.0235	9606.ENSP00000215793,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000344456,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000414982,9606.ENSP00000446252,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	SF3A1,SERPINE1,FIS1,LRP1,RPS16,TRIM28,GRPEL1,ATP6V1A,ATP6V1B2,ACAA2,PTX3,PRDX3,SYNPO2,YWHAG,RAB1B,GLS,CTNNB1,STOML2,SFPQ,XRCC6,MAP4,APOA2,TPM3,RPL10A,RPL11,BAG6,PRDX4,TMSB4X,XRCC5,ARPC1B,ATP5J,KLC1,SOD2,CIRBP,TRAPPC3,PDLIM5
GO Process	GO:0071475	Cellular hyperosmotic salinity response	2	3	2.26	0.0238	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
GO Process	GO:0042981	Regulation of apoptotic process	16	1550	0.45	0.0250	9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000261973,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000306330,9606.ENSP00000344456,9606.ENSP00000349748,9606.ENSP00000355217,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000407375,9606.ENSP00000446252	SERPINE1,FIS1,CTSD,LRP1,RBM25,NONO,ACAA2,PRDX3,YWHAG,CTNNB1,SFPQ,SNX6,RPL11,BAG6,GPX1,SOD2
GO Process	GO:0043523	Regulation of neuron apoptotic process	6	212	0.89	0.0261	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000276079,9606.ENSP00000344456,9606.ENSP00000355217,9606.ENSP00000446252	FIS1,LRP1,NONO,CTNNB1,SNX6,SOD2
GO Process	GO:0006139	Nucleobase-containing compound metabolic process	22	2659	0.35	0.0272	9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000325905,9606.ENSP00000335304,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085	SF3A1,OGDH,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,SRSF7,DLST,RPS26,STOML2,SFPQ,XRCC6,CMPK1,AK1,RPL10A,RPL11,XRCC5,ATP5J,GPX1,RPL30
GO Process	GO:1901700	Response to oxygen-containing compound	16	1567	0.44	0.0272	9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000298510,9606.ENSP00000306330,9606.ENSP00000344456,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000407375,9606.ENSP00000446252	SERPINE1,FIS1,LRP1,MARS,ATP6V1A,ATP6V1B2,PRDX3,YWHAG,CTNNB1,SNX6,APOA2,RPL10A,XRCC5,ARPC1B,GPX1,SOD2
GO Process	GO:0002218	Activation of innate immune response	5	142	0.98	0.0324	9606.ENSP00000215071,9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000375978	PSMD8,NONO,SFPQ,XRCC6,XRCC5
GO Process	GO:0006839	Mitochondrial transport	6	225	0.86	0.0324	9606.ENSP00000223136,9606.ENSP00000264954,9606.ENSP00000285093,9606.ENSP00000306330,9606.ENSP00000348886,9606.ENSP00000389649	FIS1,GRPEL1,ACAA2,YWHAG,STOML2,ATP5J
GO Process	GO:0060620	Regulation of cholesterol import	2	4	2.13	0.0324	9606.ENSP00000243077,9606.ENSP00000356969	LRP1,APOA2
GO Process	GO:0072594	Establishment of protein localization to organelle	8	433	0.7	0.0324	9606.ENSP00000223136,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	FIS1,RPS16,RPL8,GRPEL1,RPS26,RPL10A,RPL11,RPL30
GO Process	GO:0106077	Histone succinylation	2	4	2.13	0.0324	9606.ENSP00000222673,9606.ENSP00000335304	OGDH,DLST
GO Process	GO:1901360	Organic cyclic compound metabolic process	24	3118	0.32	0.0332	9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000325905,9606.ENSP00000335304,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000428085	SF3A1,OGDH,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,ACAA2,SRSF7,DLST,RPS26,STOML2,SFPQ,XRCC6,APOA2,CMPK1,AK1,RPL10A,RPL11,XRCC5,ATP5J,GPX1,RPL30
GO Process	GO:0006163	Purine nucleotide metabolic process	7	329	0.76	0.0342	9606.ENSP00000222673,9606.ENSP00000335304,9606.ENSP00000348886,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000389649,9606.ENSP00000407375	OGDH,DLST,STOML2,CMPK1,AK1,ATP5J,GPX1
GO Process	GO:1901653	Cellular response to peptide	7	331	0.76	0.0351	9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000306330,9606.ENSP00000355217	FIS1,LRP1,MARS,ATP6V1A,ATP6V1B2,YWHAG,SNX6
GO Process	GO:2001234	Negative regulation of apoptotic signaling pathway	6	232	0.85	0.0351	9606.ENSP00000223095,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000344456,9606.ENSP00000407375,9606.ENSP00000446252	SERPINE1,NONO,ACAA2,CTNNB1,GPX1,SOD2
GO Process	GO:0016192	Vesicle-mediated transport	17	1805	0.41	0.0360	9606.ENSP00000223095,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000295927,9606.ENSP00000310226,9606.ENSP00000344456,9606.ENSP00000352257,9606.ENSP00000355217,9606.ENSP00000357048,9606.ENSP00000357836,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000414982,9606.ENSP00000480332	SERPINE1,CTSD,LRP1,PTX3,RAB1B,CTNNB1,XRCC6,SNX6,COPA,SNX27,CKAP4,PRDX4,TMSB4X,XRCC5,ARPC1B,KLC1,TRAPPC3
GO Process	GO:0006104	succinyl-CoA metabolic process	2	5	2.04	0.0392	9606.ENSP00000222673,9606.ENSP00000335304	OGDH,DLST
GO Process	GO:0007005	Mitochondrion organization	8	452	0.68	0.0392	9606.ENSP00000223136,9606.ENSP00000264954,9606.ENSP00000285093,9606.ENSP00000298510,9606.ENSP00000306330,9606.ENSP00000348886,9606.ENSP00000389649,9606.ENSP00000446252	FIS1,GRPEL1,ACAA2,PRDX3,YWHAG,STOML2,ATP5J,SOD2
GO Process	GO:0051128	Regulation of cellular component organization	20	2402	0.35	0.0452	9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000285093,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000349748,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000480359	SERPINE1,FIS1,LRP1,PHPT1,TRIM28,ACAA2,SYNPO2,YWHAG,RAB1B,CAPRIN1,CTNNB1,SFPQ,MAP4,APOA2,TMSB4X,XRCC5,ARPC1B,SEPT9,GPX1,PDLIM5
GO Process	GO:0006099	Tricarboxylic acid cycle	3	34	1.38	0.0457	9606.ENSP00000222673,9606.ENSP00000327070,9606.ENSP00000335304	OGDH,MDH2,DLST
GO Process	GO:0043170	Macromolecule metabolic process	37	6137	0.21	0.0457	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,SF3A1,OGDH,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,NONO,PRDX3,PPIC,SYNPO2,RAB1B,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,GPX1,RPL30,PRKCSH
GO Process	GO:0044260	Cellular macromolecule metabolic process	32	4976	0.24	0.0489	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000310226,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000407375,9606.ENSP00000428085,9606.ENSP00000466134	PSMD8,OGDH,LRP1,PHPT1,NEDD8,RPS16,TRIM28,MARS,RPL8,NONO,PRDX3,PPIC,RAB1B,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,XRCC5,NUCB1,GPX1,RPL30,PRKCSH
GO Process	GO:0016043	Cellular component organization	34	5447	0.23	0.0491	9606.ENSP00000215793,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000344456,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000414982,9606.ENSP00000446252,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	SF3A1,SERPINE1,FIS1,LRP1,TRIM28,GRPEL1,ATP6V1A,ATP6V1B2,ACAA2,PTX3,PRDX3,SYNPO2,YWHAG,RAB1B,GLS,CTNNB1,STOML2,SFPQ,XRCC6,MAP4,APOA2,TPM3,RPL11,BAG6,PRDX4,TMSB4X,XRCC5,ARPC1B,ATP5J,KLC1,SOD2,CIRBP,TRAPPC3,PDLIM5
GO Function	GO:0003723	RNA binding	28	1649	0.66	5.79e-09	9606.ENSP00000215793,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000265069,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000306330,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357705,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000428085,9606.ENSP00000466897	SF3A1,NUFIP2,LRP1,RPS16,TRIM28,RBM25,MARS,RPL8,ZFR,NONO,ACAA2,YWHAG,SRSF7,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,S100A4,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,RPL30,CIRBP
