category,BackgroundGeneCount,ProteinCount,ProteinNames,FDR,Description,Strength
Reactome Pathways,149,3,"Q99460,Q13200,O00232",0.0306,G2/M Checkpoints,0.5895996924216631
Reactome Pathways,37,2,"P14174,Q99439",0.0309,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.7891583977349916
Reactome Pathways,1977,9,"P07339,Q99460,Q13200,Q99613,O00232,P62854,P22061,P62888,P14314",0.0404,Metabolism of proteins,0.4270283020410369
Reactome Pathways,49,2,"Q99613,P62854",0.0491,"Formation of the ternary complex, and subsequently, the 43S complex",0.7198558123463205
NetworkNeighborAL,20,3,"P31949,Q9NZM1,P60903",0.014,"Mixed, incl. annexin, and plasma membrane repair",1.2137251816611083
NetworkNeighborAL,74,4,"Q99460,Q13200,O00232,Q9UMX0",0.014,"Regulation of ornithine decarboxylase (ODC), and RAS signaling downstream of NF1 loss-of-function variants",0.7891583977349916
NetworkNeighborAL,16,3,"Q99460,Q13200,O00232",0.014,"Proteasome regulatory particle, and proteasome subunit",1.3755163331886036
NetworkNeighborAL,6,2,"P31949,P60903",0.0239,"Mixed, incl. anxa2-p11 complex, and annexin a1",2.0958988814880564
NetworkNeighborAL,57,3,"P14866,Q16629,Q92804",0.0339,"mRNA processing, and primary miRNA binding",0.7820108715580592
NetworkNeighborAL,11,2,"Q99460,Q13200",0.0397,"Proteasome regulatory particle, and proteasome alpha-type subunit",1.3506875258605922
NetworkNeighborAL,13,2,"P05783,P05787",0.0445,"Mixed, incl. cystadenoma, and intrahepatic cholangiocarcinoma",1.2301418862003668
