category,BackgroundGeneCount,ProteinCount,ProteinNames,FDR,Description,Strength
Reactome Pathways,58,3,"Q99460,Q13200,O00232",0.0089,Dectin-1 mediated noncanonical NF-kB signaling,0.7774195452783375
Reactome Pathways,58,3,"Q99460,Q13200,O00232",0.0089,Degradation of GLI1 by the proteasome,0.7774195452783375
Reactome Pathways,58,3,"Q99460,Q13200,O00232",0.0089,Degradation of GLI2 by the proteasome,0.7774195452783375
Reactome Pathways,58,3,"Q99460,Q13200,O00232",0.0089,GLI3 is processed to GLI3R by the proteasome,0.7774195452783375
Reactome Pathways,83,3,"Q99460,Q13200,O00232",0.0089,Hedgehog on state,0.6935020341006068
Reactome Pathways,66,3,"Q99460,Q13200,O00232",0.0089,Regulation of RAS by GAPs,0.744921859773347
Reactome Pathways,57,3,"Q99460,Q13200,O00232",0.0089,NIK-->noncanonical NF-kB signaling,0.7820114830995406
Reactome Pathways,59,3,"Q99460,Q13200,O00232",0.0089,Defective CFTR causes cystic fibrosis,0.7729583567903986
Reactome Pathways,87,3,"Q99460,Q13200,O00232",0.0089,MAPK6/MAPK4 signaling,0.6838083759938891
Reactome Pathways,94,3,"Q99460,Q13200,O00232",0.0089,UCH proteinases,0.6684462493338168
Reactome Pathways,57,3,"Q99460,Q13200,O00232",0.0089,CDT1 association with the CDC6:ORC:origin complex,0.7820114830995406
Reactome Pathways,69,3,"Q99460,Q13200,O00232",0.0089,Orc1 removal from chromatin,0.7343611355735556
Reactome Pathways,70,3,"Q99460,Q13200,O00232",0.0089,CDK-mediated phosphorylation and removal of Cdc6,0.7310065570920121
Reactome Pathways,50,3,"Q99460,Q13200,O00232",0.0089,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.8184319051879262
Reactome Pathways,50,3,"Q99460,Q13200,O00232",0.0089,Ubiquitin-dependent degradation of Cyclin D,0.8184319051879262
Reactome Pathways,75,3,"Q99460,Q13200,O00232",0.0089,The role of GTSE1 in G2/M progression after G2 checkpoint,0.7153382790366966
Reactome Pathways,53,3,"Q99460,Q13200,O00232",0.0089,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.8018252011963374
Reactome Pathways,97,3,"Q99460,Q13200,O00232",0.0089,RUNX1 regulates transcription of genes involved in differentiation of HSCs,0.6624049828410257
Reactome Pathways,71,3,"Q99460,Q13200,O00232",0.0089,Regulation of RUNX2 expression and activity,0.7277294269740653
Reactome Pathways,52,3,"Q99460,Q13200,O00232",0.0089,Regulation of RUNX3 expression and activity,0.8071793183124306
Reactome Pathways,67,3,"Q99460,Q13200,O00232",0.0089,Regulation of PTEN stability and activity,0.7413153710864203
Reactome Pathways,99,3,"Q99460,Q13200,O00232",0.0089,Interleukin-1 signaling,0.6585385709929115
Reactome Pathways,52,3,"Q99460,Q13200,O00232",0.0089,Negative regulation of NOTCH4 signaling,0.8071793183124306
Reactome Pathways,149,3,"Q99460,Q13200,O00232",0.0183,G2/M Checkpoints,0.5896000400496654
Reactome Pathways,37,2,"P14174,Q99439",0.0218,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.7891590205064598
Reactome Pathways,184,3,"Q99460,Q13200,O00232",0.0316,Separation of Sister Chromatids,0.5593790454923839
Reactome Pathways,203,3,"Q99460,Q13200,O00232",0.0392,Ub-specific processing proteases,0.5463361980191007
WikiPathways,60,3,"Q99460,Q13200,O00232",0.047,Proteasome degradation,0.7686217868402407
WikiPathways,67,3,"Q99460,Q13200,O00232",0.047,Parkin-ubiquitin proteasomal system pathway,0.7413153710864203
NetworkNeighborAL,20,3,"P31949,Q9NZM1,P60903",0.008,"Mixed, incl. annexin, and plasma membrane repair",1.213726654791713
NetworkNeighborAL,74,4,"Q99460,Q13200,O00232,Q9UMX0",0.008,"Regulation of ornithine decarboxylase (ODC), and RAS signaling downstream of NF1 loss-of-function variants",0.7891590205064598
NetworkNeighborAL,16,3,"Q99460,Q13200,O00232",0.008,"Proteasome regulatory particle, and proteasome subunit",1.3755182252363891
NetworkNeighborAL,6,2,"P31949,P60903",0.0165,"Mixed, incl. anxa2-p11 complex, and annexin a1",2.095903274289385
NetworkNeighborAL,57,3,"P14866,Q16629,Q92804",0.0181,"mRNA processing, and primary miRNA binding",0.7820114830995406
NetworkNeighborAL,11,2,"Q99460,Q13200",0.0262,"Proteasome regulatory particle, and proteasome alpha-type subunit",1.350689350219849
NetworkNeighborAL,13,2,"P05783,P05787",0.0308,"Mixed, incl. cystadenoma, and intrahepatic cholangiocarcinoma",1.2301433994512885
